2.709578842074814586e-01,9.244513633333680813e-01,5.612764624513046918e-01,4.253078023668446228e-01,4.619889604105506531e-01,7.959371757612294651e-01,1.152145058089367291e+00,6.052826522908794082e-01,5.345183347808154517e-01,7.862215355731130284e-01
6.848414967281630794e-01,6.068252247917277353e-01,8.770843970402557588e-01,8.626440110653547100e-01,4.090338534574957108e-01,6.980319664196984464e-01,4.290898831850837314e-01,3.947065542337381272e-01,5.095918116827363731e-01,5.219334223273458528e-01
3.565131616382933855e-01,6.356729662785703949e-01,7.760699967748292405e-01,4.944524785284226120e-01,8.382672586406673121e-01,1.067431452395646518e+00,7.863798236095344008e-01,3.802994281977896129e-01,1.631981149815468768e-01,7.612684761840545766e-01
7.390466470440888447e-01,7.579364920412413609e-01,8.188032504437664505e-01,8.366446413512967917e-01,8.451345297857026928e-01,2.089041281458570154e-01,7.361369334781874274e-01,1.033799081089227245e+00,9.782046323758605832e-02,5.417075697248961708e-02
5.529158143145200821e-01,2.810408078091902184e-01,1.927221860248022056e-01,3.847199964925618332e-01,8.115362027325238037e-01,1.763766963094935136e-01,2.700124999254709945e-01,8.753270670352633065e-01,4.240439646584720501e-01,1.129862881166418198e+00
6.839471641408957359e-01,3.967004317852144135e-01,8.248698837348950041e-01,7.604310693707388991e-01,2.628152820869358308e-01,7.231007067180824643e-01,1.025305679325190011e+00,4.518148286116713819e-01,8.312147422019934284e-01,5.528006917030888756e-01
7.453336450836477445e-01,8.649708587484336020e-01,4.865626739920967947e-01,8.751395324152594357e-01,1.036435254394178829e+00,6.475967583253045001e-01,1.282612081321347353e-01,7.769468881377527003e-01,8.245203337179870529e-01,4.908233289369612340e-01
4.944974327331881359e-01,6.823475622912811289e-01,7.910465966918945879e-01,7.488465015007290670e-01,6.491048244059053340e-01,4.254420614686167945e-01,5.523244817633206072e-01,9.343671803090516370e-01,4.642733942125114588e-01,7.199819072237029216e-01
2.568975306767795064e-01,6.439142303131577538e-01,5.711298897121592777e-01,7.708774141534043833e-01,4.051783300012486433e-01,8.958103117663450410e-02,1.106323711152163991e+00,8.432648498431876138e-01,7.127082329467924193e-01,4.784689266245688577e-01
7.709279673046556258e-01,2.647368024462671277e-01,6.872942264116503885e-01,7.231157820425221372e-01,3.583379255285864540e-01,1.134140513870020017e+00,9.796243358696934411e-01,5.547292342947391930e-01,4.523723223658612236e-01,8.493501766345801229e-01
4.582635029668075122e-01,3.487477278388961821e-01,5.114591377158320684e-01,5.390042146535334311e-01,2.324755076641475959e-01,6.798392638080339445e-01,9.703459074092257719e-01,5.825990003256574790e-01,5.639345065167974402e-01,6.012883080788258283e-01
6.361313345067842739e-01,2.946810743631123053e-01,4.728162887796640845e-01,8.201934101022382295e-01,5.808091245108905065e-01,4.138595511963384932e-01,3.429264863931953400e-01,4.542763383280621348e-01,9.512011171436127732e-01,9.966082623049894451e-01
5.634742730780435416e-01,5.896173475944750386e-01,3.619609401560304751e-01,6.461738160374601581e-01,7.439238206788582053e-01,3.669280114153524175e-01,5.023454369523803198e-01,5.022225741269865651e-01,7.396599042431521998e-01,6.412828590445788235e-01
6.452133121671278504e-01,5.501398262456198562e-01,6.936318824665150817e-01,1.012027110153315146e+00,5.306557009242597323e-01,2.429156674173919561e-01,7.682815593501601814e-02,1.128610919141075808e+00,9.935743807821884044e-02,1.994902052847691287e-01
4.855894410542108686e-01,8.976656074029266685e-01,1.001370110406255121e+00,2.909576822705839394e-01,3.121195059416451145e-01,7.359941465752637413e-01,6.040283861882945748e-01,5.280472694427280622e-01,4.051052321683695778e-01,3.976000881130248299e-01
