3.755478487193386616e-01,1.088737359015000017e+00,4.354674943057974534e-01,9.237226377951536227e-01,5.982547120162061693e-01,3.234325258458219943e-01,9.283510341195994053e-01,5.405126870327652266e-01,5.989978211278913500e-01,9.233292387666349743e-01
2.695397269731341638e-01,5.307858486603369563e-01,5.315796493354174590e-01,6.411016994474310060e-01,6.571578898483204645e-01,4.492503725777533541e-01,4.618622526428601271e-01,6.462472943525781055e-01,6.663083014971297180e-01,3.685713039878848463e-01
4.702979710777430711e-01,2.038980740486875942e-01,3.000263658722830962e-01,4.148596238404602676e-01,7.286445200062218186e-01,6.722544691944839501e-01,7.064096674321169722e-01,4.135096969588973326e-01,1.357732675277404932e-01,9.482039024127582039e-01
6.049109253883420134e-01,6.093642310893458980e-01,6.291586837829300505e-01,3.842123005250989709e-01,3.085534223141039312e-01,-8.056118874570677990e-02,5.233372213315679033e-01,6.506570373111455474e-01,5.282202682792999093e-01,3.797268743450973316e-01
3.253521649385327508e-01,3.606375713573488073e-01,3.533996071014619544e-01,5.810293802260898532e-01,5.159829800662245614e-01,6.031230980610329251e-01,4.376451048343094063e-01,5.435506740863497166e-01,4.288001548155332410e-01,8.240061126957589632e-01
2.478276277246265757e-01,9.712924021029698540e-01,3.343517243495868208e-01,7.940877754356098217e-01,5.945331020640729491e-01,5.780684655030153829e-01,8.039460402612778056e-01,9.351239193134536221e-01,6.797779708357187811e-01,4.076552962521534651e-01
3.363023847833648827e-01,2.586864316884026627e-01,5.460395932719089851e-01,7.856318822096590715e-01,7.270278182627400998e-01,6.527798410644086724e-01,2.794854986535554864e-01,3.304037151041391285e-01,8.880649289265910573e-01,8.047735688967928569e-01
4.150297860012031048e-01,6.896864417715606876e-01,7.224313573790468457e-01,2.567574682134512454e-01,5.589596809503233343e-01,2.328504439117973779e-01,7.197406499312444250e-01,1.524358992512818978e-01,6.460300216555198149e-01,6.016448785240302577e-01
6.387008411823621445e-01,1.636310443646494805e-01,1.176290180311554412e-01,5.408619324580337118e-01,3.835724502767340893e-01,4.860428850730219574e-01,4.740420448875343196e-01,1.435377680861242844e-01,6.485090340768242534e-01,8.219686771305750872e-01
5.940352733121757600e-01,2.906388948167307751e-01,5.379477219544765987e-01,6.698390247289357502e-01,3.667370011208345160e-01,1.010386336459347500e+00,3.476883760237234888e-01,3.842626595691976954e-01,7.582998717412694489e-01,8.231267522147258653e-01
6.917969332331498356e-01,5.691613602449493436e-01,7.805354078416195662e-01,4.223647942983169701e-01,6.479647345401393643e-01,8.146830895937466899e-01,5.314045186996398940e-01,6.740608125529845562e-01,5.650029987315611235e-01,4.965125364559928034e-01
1.064764626868243136e-01,1.535335994677831106e-01,6.182197826921506101e-01,-8.893149834614325067e-02,4.943460725897506625e-01,7.355138628334395579e-01,6.497131458537233062e-01,5.594688287418615458e-01,-1.223483143013518598e-02,7.015213525798180694e-01
7.341317284454681458e-01,2.830646975969196566e-01,7.371343856731281674e-01,6.728588566676936278e-01,3.869831104274338851e-01,7.109911407626868796e-01,4.650080462733885422e-01,4.525607528574349669e-01,4.343608313055675740e-01,5.542314441126272584e-01
6.987131883438939539e-01,5.305290164647031848e-01,5.923890738497092912e-01,6.698055045656458040e-01,7.419398357278670364e-01,5.368427907722665982e-01,2.161071688593005358e-01,8.420447745421398844e-01,3.996730158455660820e-01,6.658659976425493898e-01
1.977987223382596804e-01,7.264605463266821106e-02,1.107855356340688990e+00,1.624474602608155793e-01,1.826738895226706905e-01,3.246888151241741349e-01,7.388768185880126849e-01,1.539835539311843471e-01,5.839556866153442494e-01,6.704625816218267031e-01
5.765327509695552521e-01,5.431688802003540317e-01,4.564540340341053937e-01,8.996033782449076588e-01,7.114610924991394691e-01,6.019910270719053269e-01,8.254140108884018279e-01,4.995617594769454772e-01,7.299335025615197869e-01,4.112444017016410047e-01
6.613012841033960587e-01,8.515692157224049597e-01,3.176174494129560544e-01,5.862037967669945226e-01,1.033163621496835383e+00,8.079243925513662772e-01,6.172561438957818725e-01,5.200125012888209275e-01,5.674948219622368839e-01,6.266878547821440604e-01
7.161796800599575796e-01,2.847118830249729671e-01,3.036137858901351017e-01,5.764915471891450816e-01,7.466797655622436913e-01,4.195781303479120816e-01,5.063139180147946394e-01,3.664499442189866341e-01,7.933109360415051547e-01,7.826714112113676292e-01
7.602178541633564102e-01,-2.710673715435497066e-01,4.565310386177540702e-01,6.646538086854781868e-01,5.505736900224219577e-01,2.487350682669005608e-01,3.579705152433071969e-01,5.857174691647250020e-01,-2.697207747350777729e-01,1.081312106634039427e+00
5.902787037733909781e-01,2.603983264365921091e-01,5.464253669885325015e-01,9.617810280714883531e-02,3.926738116285235503e-01,4.201422484749355313e-01,4.622145395222742037e-01,7.356679279235004421e-01,4.913354140002880732e-01,2.817804524761129414e-01
3.303149978985090995e-01,7.777505131836442986e-01,4.930141831408144659e-01,8.385633564110192006e-01,7.080974078074657729e-01,4.592814025418949786e-01,5.366033602095319210e-01,9.384598687388315819e-01,3.921360254262235001e-01,4.753688523481844896e-01
4.985097538953427998e-01,2.175394777133851654e-01,3.424502642595949609e-01,6.356532662285104829e-01,3.985484129621052474e-01,8.141368807671536256e-01,4.937867026774651058e-01,6.600193185129690221e-01,7.928293948062747898e-01,6.446500735944623584e-01
